time,value
2006-01-01,52.7836081281935
2006-01-02,51.49662750193794
2006-01-03,48.92271808142227
2006-01-04,45.061879864529246
2006-01-05,39.91411286127144
2006-01-06,51.45835228537203
2006-01-07,25.75779246193487
2006-01-08,16.749239066746707
2006-01-09,10.351870985992269
2006-01-10,6.565688205597385
2006-01-11,5.390690729770032
2006-01-12,6.826878557237538
2006-01-13,10.874251690936438
2006-01-14,17.532810132028814
2006-01-15,26.8025538820674
2006-01-16,34.25174004655788
2006-01-17,39.88036862935664
2006-01-18,43.68843962784413
2006-01-19,51.33931764480076
2006-01-20,45.84290888392165
2006-01-21,48.414356919439925
2006-01-22,40.71514781533591
2006-01-23,38.2431708664145
2006-01-24,43.15589830358536
2006-01-25,36.305764108998304
2006-01-26,36.840334295407246
2006-01-27,41.88297923164112
2006-01-28,40.91602180203158
2006-01-29,44.45713912038453
2006-01-30,48.86650849706251
2006-01-31,56.960829785040715
2006-02-01,60.290003423242524
2006-02-02,70.93787282460488
2006-02-03,73.86206219017336
2006-02-04,81.28824746890479
2006-02-05,89.14120334195003
2006-02-06,97.65738129295669
2006-02-07,99.46541786883071
2006-02-08,101.93667652206022
2006-02-09,102.6140361053546
2006-02-10,101.4974966183756
2006-02-11,98.58705805630132
2006-02-12,93.88272042097896
2006-02-13,89.07983847348363
2006-02-14,84.17841221263663
2006-02-15,85.02159558778007
2006-02-16,74.07992675134156
2006-02-17,68.88286754629527
2006-02-18,63.587264030070074
2006-02-19,58.19311619265315
2006-02-20,55.50358453372239
2006-02-21,55.51866904003926
2006-02-22,58.23836971485211
2006-02-23,63.6626865552919
2006-02-24,80.87098185733356
2006-02-25,82.62516875140554
2006-02-26,108.43395739694307
2006-02-27,104.20705469703873
2006-02-28,106.75633051977542
2006-03-01,106.86758056981259
2006-03-02,95.95431141696028
2006-03-03,87.10518791019322
2006-03-04,69.9643433517462
2006-03-05,42.913673566761695
2006-03-06,23.910323217880535
2006-03-07,8.495516361180734
2006-03-08,-3.330746997362791
2006-03-09,-11.568466867217097
2006-03-10,-12.80164555697494
2006-03-11,-10.84181733224558
2006-03-12,-14.750365542935771
2006-03-13,-12.848583822224567
2006-03-14,-11.572930967751393
2006-03-15,-10.923406980750276
2006-03-16,-10.900011868459803
2006-03-17,-11.502745626409116
2006-03-18,-12.731608257900167
2006-03-19,-14.586599763267287
2006-03-20,-16.030148882691797
2006-03-21,-17.062255613564055
2006-03-22,-17.682919968974762
2006-03-23,-17.892141942952158
2006-03-24,-17.689921528728956
2006-03-25,-17.07625873516041
2006-03-26,-16.05115355938414
2006-03-27,-14.688659917203115
2006-03-28,-12.988777817669222
2006-03-29,-4.359230999040843
2006-03-30,-8.576848222274325
2006-03-31,-5.8648007296691596
2006-04-01,0.9345274322422732
2006-04-02,0.260683970512698
2006-04-03,3.1119079940424914
2006-04-04,5.738307303697589
2006-04-05,8.139881890388715
2006-04-06,10.316631762867427
2006-04-07,16.378027821074014
2006-04-08,13.995657346182831
2006-04-09,18.708457209870502
2006-04-10,22.563434079207845
2006-04-11,19.088171292121892
2006-04-12,21.176133807499017
2006-04-13,23.45932525545811
2006-04-14,37.36721160547677
2006-04-15,28.611394959163025
2006-04-16,31.48027320859505
2006-04-17,34.099484366455044
2006-04-18,36.46902841914056
2006-04-19,38.58890538611263
2006-04-20,40.45911524458778
2006-04-21,42.07965800871257
2006-04-22,43.45053367775713
2006-04-23,44.57174225097981
2006-04-24,45.485927140901445
2006-04-25,49.24950732428472
2006-04-26,46.693225849341474
2006-04-27,64.8753802330919
2006-04-28,47.07242982285204
2006-04-29,46.95149628315991
2006-04-30,46.62353905637439
2006-05-01,47.585779437056814
2006-05-02,58.70534771508528
2006-05-03,53.13370062262918
2006-05-04,57.71938141544227
2006-05-05,63.51287569634697
2006-05-06,75.6281916893303
2006-05-07,78.72330467030412
2006-05-08,84.45009612801235
2006-05-09,87.69455781776534
2006-05-10,88.45668974667214
2006-05-11,86.73649190409333
2006-05-12,94.02050624330158
2006-05-13,84.23927669144899
2006-05-14,66.6819197783243
2006-05-15,59.68600590727562
2006-05-16,54.86136530512698
2006-05-17,52.207997971154064
2006-05-18,51.725903907379134
2006-05-19,53.41508311193881
2006-05-20,57.27553558349008
2006-05-21,63.307261327017265
2006-05-22,67.11516797677898
2006-05-23,68.69925552966866
2006-05-24,68.05952399124135
2006-05-25,65.19597335880546
2006-05-26,60.10860363700298
2006-05-27,52.79741480936163
2006-05-28,43.26240689723186
2006-05-29,35.5782106859481
2006-05-30,29.74482617324466
2006-05-31,25.762253357347998
2006-06-01,23.63049224037558
2006-06-02,23.652480448162088
2006-06-03,25.828217987342665
2006-06-04,30.1577048388994
2006-06-05,32.86912084170064
2006-06-06,33.96246598836859
2006-06-07,42.42720789857243
2006-06-08,31.294943725380982
2006-06-09,27.53407630479739
2006-06-10,22.155138031317005
2006-06-11,15.158128900509327
2006-06-12,9.449181786475611
2006-06-13,5.028296682474213
2006-06-14,1.895473586080028
2006-06-15,0.05071250946610739
2006-06-16,-0.5059865598800997
2006-06-17,0.22537638680172378
2006-06-18,2.2448013439535046
2006-06-19,3.74620199430219
2006-06-20,4.729578336397783
2006-06-21,5.194930369209871
2006-06-22,5.142258100583092
2006-06-23,4.5715615213884035
2006-06-24,3.4828406345023932
2006-06-25,9.037704641176028
2006-06-26,1.8910014510092736
2006-06-27,3.5275586691297303
2006-06-28,6.78576708876629
2006-06-29,11.665626711654507
2006-06-30,18.167137542555
2006-07-01,34.118051373134676
2006-07-02,35.785774190061595
2006-07-03,43.9467496813188
