time,value,n
2022-11-08,24.75,1
2022-11-09,25.875,1
2022-11-10,14.458333333333334,1
2022-11-11,22.083333333333332,1
2022-11-12,21.75,1
2022-11-13,22.625,1
2022-11-14,14.541666666666666,1
2022-11-15,19.083333333333332,1
