time,value
2006-01-01,27.599735753793375
2006-01-02,26.848656360937348
2006-01-03,25.346593203448702
2006-01-04,25.238705212869622
2006-01-05,23.30725399052944
2006-01-06,16.334501132081115
2006-01-07,11.82850291002271
2006-01-08,6.5715209213550345
2006-01-09,2.3704477621031224
2006-01-10,-0.7747165750249643
2006-01-11,0.47294181550443426
2006-01-12,-3.897318769346292
2006-01-13,-3.8747566273491003
2006-01-14,-2.7962856621468717
2006-01-15,-0.6619058691251496
2006-01-16,1.1833570398489108
2006-01-17,2.7395030682457424
2006-01-18,4.006532213834241
2006-01-19,4.984444478004839
2006-01-20,5.673239859131414
2006-01-21,6.072918360116105
2006-01-22,6.183479978213459
2006-01-23,6.509108236134404
2006-01-24,7.049803129930218
2006-01-25,7.8055646640485215
2006-01-26,8.776392835325792
2006-01-27,9.962287644466935
2006-01-28,16.60697093688566
2006-01-29,12.979277179789854
2006-01-30,16.75708926307793
2006-01-31,15.546155558235917
2006-02-01,16.497005851162353
2006-02-02,17.085391647574852
2006-02-03,17.31131295127454
2006-02-04,17.17476976024915
2006-02-05,16.675762074019993
2006-02-06,16.958650093385106
2006-02-07,18.02343381186149
2006-02-08,19.87011323481842
2006-02-09,22.498688365088874
2006-02-10,25.9091591958967
2006-02-11,30.101525732056523
2006-02-12,35.07578797143108
2006-02-13,38.80667948579794
2006-02-14,41.29420027332158
2006-02-15,42.538350337949574
2006-02-16,44.41614374191359
2006-02-17,41.29653828515317
2006-02-18,38.81057617264462
2006-02-19,35.0812433345879
2006-02-20,31.429010887693572
2006-02-21,27.853878832850487
2006-02-22,34.66452760629332
2006-02-23,20.93491588803807
2006-02-24,25.873782001185994
2006-02-25,18.197558134419644
2006-02-26,11.134724389109891
2006-02-27,8.641522152305349
2006-02-28,6.844747788244247
2006-03-01,5.7444012953955514
2006-03-02,5.539580335706262
2006-03-03,6.230284913190488
2006-03-04,7.816515021223868
2006-03-05,10.298270662262397
2006-03-06,11.800957462221326
2006-03-07,15.30396282770008
2006-03-08,11.86912453051377
2006-03-09,10.43460479853367
2006-03-10,8.021016222216673
2006-03-11,4.628358802881117
2006-03-12,4.856806703785473
2006-03-13,-3.3783690023655097
2006-03-14,-6.276645824720454
2006-03-15,-8.438197925984362
2006-03-16,-9.863025309842545
2006-03-17,-10.551127969862748
2006-03-18,-10.502505912972207
2006-03-19,-5.4069786834476155
2006-03-20,-8.920427906878249
2006-03-21,-8.112312217069537
2006-03-22,-7.2928120736315165
2006-03-23,-6.461927472543476
2006-03-24,-5.619658416792994
2006-03-25,-1.3099155075926454
2006-03-26,-3.9009669357476895
2006-03-27,-3.035350317175048
2006-03-28,-2.1691550494131597
2006-03-29,-1.302381129800338
2006-03-30,-0.4350285622941179
2006-03-31,0.43290265642889025
2006-04-01,1.3014125257260538
2006-04-02,7.410023837800267
2006-04-03,2.748528098276644
2006-04-04,3.5588429640743726
2006-04-05,4.426995879758902
2006-04-06,8.553700182750449
2006-04-07,6.336815872269193
2006-04-08,10.204644718207904
2006-04-09,8.477988073692961
2006-04-10,9.441922712777115
2006-04-11,10.270286870822872
2006-04-12,10.96308054482148
2006-04-13,11.520303731724718
2006-04-14,11.941956434831571
2006-04-15,12.22803865371615
2006-04-16,12.37855038796614
2006-04-17,15.189610967523434
2006-04-18,14.061877274863841
2006-04-19,11.185199059088971
2006-04-20,10.23911977070632
2006-04-21,9.018892728126186
2006-04-22,7.524517928781867
2006-04-23,5.755995373563316
2006-04-24,7.6359834674283675
2006-04-25,4.7179188973892945
2006-04-26,5.448364976396812
2006-04-27,7.011800602314089
2006-04-28,9.408225771078767
2006-04-29,17.52383584119077
2006-04-30,19.515565851312207
2006-05-01,19.230700389706797
2006-05-02,20.363917766774417
2006-05-03,20.099696881635904
2006-05-04,18.438037729418657
2006-05-05,15.37894031542033
2006-05-06,16.775245684011434
2006-05-07,7.756500226400078
2006-05-08,0.18765446781080541
2006-05-09,-3.719924045659525
2006-05-10,-6.654304841279547
2006-05-11,-8.615487923602121
2006-05-12,-5.326397140677418
2006-05-13,-6.67859869771274
2006-05-14,-8.659850883559844
2006-05-15,-7.842841590731453
2006-05-16,-7.167233064838211
2006-05-17,-6.6330253084947515
2006-05-18,-6.24021831926952
2006-05-19,-3.795982965857746
2006-05-20,0.199143669198115
2006-05-21,-5.910201963095542
2006-05-22,-5.921953101472766
2006-05-23,-5.914060067947037
2006-05-24,-5.886522859251983
2006-05-25,-2.9195418117296796
2006-05-26,-5.7725159129230015
2006-05-27,-5.686046180350306
2006-05-28,3.78726175096757
2006-05-29,-5.309249656481903
2006-05-30,-3.288964232905787
2006-05-31,-4.2741783109994245
2006-06-01,-3.5097895843086846
2006-06-02,-2.684469191519735
2006-06-03,-1.7982171301116985
2006-06-04,-0.851033406092121
2006-06-05,-0.0758180270979274
2006-06-06,3.441811593595016
2006-06-07,0.9587076760498086
2006-06-08,1.2180180062390988
2006-06-09,1.305359984781429
2006-06-10,1.220733615465658
2006-06-11,0.9641388937103841
2006-06-12,2.9144717379665117
2006-06-13,0.8962745990377563
2006-06-14,1.0850050226973842
2006-06-15,1.4221771624891595
2006-06-16,1.907791015982923
2006-06-17,7.030790284333612
2006-06-18,3.3243438690163103
2006-06-19,3.556694385222521
2006-06-20,3.2388981350302366
2006-06-21,2.3709551173003405
2006-06-22,0.9528653331621335
2006-06-23,-1.015371217520073
2006-06-24,-3.533754537614719
2006-06-25,-6.602284621769854
2006-06-26,-8.023492086011828
2006-06-27,-7.797376931249175
2006-06-28,-2.279155221275648
