id,time,value
trend,2006-01-01,60.320799398201764
trend,2006-01-02,60.32735777663599
trend,2006-01-03,60.33391615507021
trend,2006-01-04,60.34047453350445
trend,2006-01-05,60.34703291193867
trend,2006-01-06,60.353591290372904
trend,2006-01-07,60.360149668807125
trend,2006-01-08,60.36670804724135
trend,2006-01-09,60.37326642567558
trend,2006-01-10,60.37982480410981
trend,2006-01-11,60.38638318254403
trend,2006-01-12,60.392941560978265
trend,2006-01-13,60.399499939412486
trend,2006-01-14,60.40605831784672
trend,2006-01-15,60.41261669628094
trend,2006-01-16,60.41917507471517
trend,2006-01-17,60.4257334531494
trend,2006-01-18,60.432291831583626
trend,2006-01-19,60.43885021001785
trend,2006-01-20,60.44540858845208
trend,2006-01-21,60.4519669668863
trend,2006-01-22,60.45852534532054
trend,2006-01-23,60.46508372375476
trend,2006-01-24,60.47164210218899
trend,2006-01-25,60.478200480623215
trend,2006-01-26,60.48475885905744
trend,2006-01-27,60.491317237491664
trend,2006-01-28,60.4978756159259
trend,2006-01-29,60.50443399436012
trend,2006-01-30,60.510992372794355
trend,2006-01-31,60.517550751228576
trend,2006-02-01,60.524109129662804
trend,2006-02-02,60.53066750809703
trend,2006-02-03,60.53722588653126
trend,2006-02-04,60.54378426496548
trend,2006-02-05,60.550342643399716
trend,2006-02-06,60.55690102183394
trend,2006-02-07,60.56345940026817
trend,2006-02-08,60.57001777870239
trend,2006-02-09,60.57657615713662
trend,2006-02-10,60.58313453557085
trend,2006-02-11,60.58969291400508
trend,2006-02-12,60.5962512924393
trend,2006-02-13,60.60280967087353
trend,2006-02-14,60.609368049307754
trend,2006-02-15,60.61592642774199
trend,2006-02-16,60.62248480617621
trend,2006-02-17,60.62904318461044
trend,2006-02-18,60.635601563044666
trend,2006-02-19,60.642159941478894
trend,2006-02-20,60.648718319913115
trend,2006-02-21,60.65527669834735
trend,2006-02-22,60.66183507678157
trend,2006-02-23,60.668393455215806
trend,2006-02-24,60.67495183365003
trend,2006-02-25,60.681510212084255
trend,2006-02-26,60.68806859051848
trend,2006-02-27,60.69462696895271
trend,2006-02-28,60.70118534738693
trend,2006-03-01,60.70774372582117
trend,2006-03-02,60.71430210425539
trend,2006-03-03,60.72086048268962
trend,2006-03-04,60.727418861123844
trend,2006-03-05,60.73397723955807
trend,2006-03-06,60.7405356179923
trend,2006-03-07,60.74709399642653
trend,2006-03-08,60.75365237486075
trend,2006-03-09,60.760210753294984
trend,2006-03-10,60.766769131729205
trend,2006-03-11,60.77332751016344
trend,2006-03-12,60.77988588859766
trend,2006-03-13,60.78644426703189
trend,2006-03-14,60.79300264546612
trend,2006-03-15,60.799561023900345
trend,2006-03-16,60.806119402334566
trend,2006-03-17,60.8126777807688
trend,2006-03-18,60.81923615920302
trend,2006-03-19,60.82579453763726
trend,2006-03-20,60.83235291607148
trend,2006-03-21,60.838911294505706
trend,2006-03-22,60.845469672939934
trend,2006-03-23,60.85202805137416
trend,2006-03-24,60.85858642980838
trend,2006-03-25,60.86514480824262
trend,2006-03-26,60.87170318667684
trend,2006-03-27,60.878261565111075
trend,2006-03-28,60.884819943545295
trend,2006-03-29,60.89137832197952
trend,2006-03-30,60.89793670041375
trend,2006-03-31,60.90449507884798
trend,2006-04-01,60.9110534572822
trend,2006-04-02,60.917611835716436
trend,2006-04-03,60.92417021415066
trend,2006-04-04,60.93072859258489
trend,2006-04-05,60.93728697101911
trend,2006-04-06,60.94384534945334
trend,2006-04-07,60.95040372788757
trend,2006-04-08,60.9569621063218
trend,2006-04-09,60.96352048475602
trend,2006-04-10,60.97007886319025
trend,2006-04-11,60.97663724162447
trend,2006-04-12,60.98319562005871
trend,2006-04-13,60.98975399849293
trend,2006-04-14,60.996312376927165
trend,2006-04-15,61.002870755361386
trend,2006-04-16,61.009429133795614
trend,2006-04-17,61.01598751222984
trend,2006-04-18,61.02254589066407
trend,2006-04-19,61.02910426909829
trend,2006-04-20,61.035662647532526
trend,2006-04-21,61.04222102596675
trend,2006-04-22,61.04877940440098
trend,2006-04-23,61.0553377828352
trend,2006-04-24,61.06189616126943
trend,2006-04-25,61.06845453970366
trend,2006-04-26,61.07501291813789
trend,2006-04-27,61.08157129657212
trend,2006-04-28,61.08812967500634
trend,2006-04-29,61.09468805344057
trend,2006-04-30,61.1012464318748
trend,2006-05-01,61.10780481030903
trend,2006-05-02,61.11436318874325
trend,2006-05-03,61.12092156717748
trend,2006-05-04,61.127479945611704
trend,2006-05-05,61.13403832404594
trend,2006-05-06,61.14059670248016
trend,2006-05-07,61.14715508091439
trend,2006-05-08,61.153713459348616
trend,2006-05-09,61.160271837782844
trend,2006-05-10,61.166830216217065
trend,2006-05-11,61.1733885946513
trend,2006-05-12,61.17994697308552
trend,2006-05-13,61.186505351519756
trend,2006-05-14,61.19306372995398
trend,2006-05-15,61.199622108388205
trend,2006-05-16,61.20618048682243
trend,2006-05-17,61.21273886525666
trend,2006-05-18,61.21929724369088
trend,2006-05-19,61.22585562212512
trend,2006-05-20,61.23241400055934
trend,2006-05-21,61.23897237899357
trend,2006-05-22,61.245530757427794
trend,2006-05-23,61.25208913586202
trend,2006-05-24,61.25864751429625
trend,2006-05-25,61.26520589273048
trend,2006-05-26,61.2717642711647
trend,2006-05-27,61.278322649598934
trend,2006-05-28,61.284881028033155
trend,2006-05-29,61.29143940646739
trend,2006-05-30,61.29799778490161
trend,2006-05-31,61.30455616333584
trend,2006-06-01,61.31111454177007
trend,2006-06-02,61.317672920204295
trend,2006-06-03,61.324231298638516
trend,2006-06-04,61.33078967707275
trend,2006-06-05,61.33734805550697
trend,2006-06-06,61.34390643394121
trend,2006-06-07,61.35046481237543
trend,2006-06-08,61.357023190809656
trend,2006-06-09,61.363581569243884
trend,2006-06-10,61.37013994767811
trend,2006-06-11,61.37669832611233
trend,2006-06-12,61.38325670454657
trend,2006-06-13,61.38981508298079
trend,2006-06-14,61.396373461415024
trend,2006-06-15,61.402931839849245
trend,2006-06-16,61.40949021828347
trend,2006-06-17,61.4160485967177
trend,2006-06-18,61.42260697515193
trend,2006-06-19,61.42916535358615
trend,2006-06-20,61.435723732020385
trend,2006-06-21,61.442282110454606
trend,2006-06-22,61.44884048888884
trend,2006-06-23,61.45539886732306
trend,2006-06-24,61.46195724575729
trend,2006-06-25,61.46851562419152
trend,2006-06-26,61.475074002625746
trend,2006-06-27,61.48163238105997
trend,2006-06-28,61.4881907594942
trend,2006-06-29,61.49474913792842
trend,2006-06-30,61.50130751636266
trend,2006-07-01,61.50786589479688
trend,2006-07-02,61.51442427323111
trend,2006-07-03,61.520982651665335
trend,2006-07-04,61.52754103009956
trend,2006-07-05,61.534099408533784
trend,2006-07-06,61.54065778696802
trend,2006-07-07,61.54721616540224
trend,2006-07-08,61.553774543836475
trend,2006-07-09,61.560332922270696
trend,2006-07-10,61.566891300704924
